distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,datetime,temp,location,clouds,pressure,rain,humidity,wind
2.58,Uber,Beacon Hill,South Station,31.5,1,c4989a7f-845d-44ac-beb3-37587ace44f5,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,26-11-2018 05:03,40.62,South Station,0.94,1013.74,0,0.92,3.15
2.95,Lyft,Fenway,West End,22.5,1,5680d654-568c-46e0-829c-662bf2b049c4,lyft_lux,Lux Black,26-11-2018 19:35,45.75,West End,0.91,1010.88,0,0.84,8.6
2.09,Lyft,South Station,North Station,19.5,1,aa080d28-8d14-41e9-bedc-dd47f9d4afd3,lyft_lux,Lux Black,29-11-2018 21:32,40.59,North Station,0.37,1009.55,0,0.6,10.15
1.35,Uber,South Station,Beacon Hill,11.5,1,614bc729-f8cd-4ffc-a720-ad2dfc6cd2f4,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,28-11-2018 21:53,40.78,Beacon Hill,0.85,993.96,0,0.63,9.12
4.48,Uber,Fenway,Financial District,14,1,90c1210e-08dc-420c-ab29-182a40005e34,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,26-11-2018 22:42,45.52,Financial District,0.97,1007.96,0.0118,0.84,9.72
3.53,Uber,Back Bay,South Station,35,1,8adcae75-f372-42c9-896e-c4f483ecda8b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,29-11-2018 01:32,36.78,South Station,0.65,997.4,0,0.77,10.16
2.79,Uber,Beacon Hill,Boston University,10.5,1,fc0a5059-4f5d-4d26-8742-ec2d89090c16,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,29-11-2018 02:06,38.44,Boston University,0.51,997.92,0,0.7,10.13
5.56,Uber,Boston University,Financial District,14.5,1,5745ef44-85fa-4789-971e-6d04e70fc1f3,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,28-11-2018 00:45,38.87,Financial District,0.04,992.1,0,0.73,7.53
1.41,Uber,Boston University,Back Bay,8,1,e6eecc69-bc0c-44bf-bf28-29006fe0cb43,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,28-11-2018 19:02,41.09,Back Bay,1,991.83,0,0.64,9.45
0.53,Lyft,North Station,Haymarket Square,27.5,1,e6fab45d-9d2d-450f-bc83-7724397e7f18,lyft_luxsuv,Lux Black XL,26-11-2018 12:35,40.52,Haymarket Square,0.93,1015.17,0,0.95,3.16
1.41,Uber,Theatre District,North End,11,1,23e03759-b9d6-4888-895f-221526020e29,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,26-11-2018 06:19,40.58,North End,1,1014.19,0,0.91,1.31
1.18,Lyft,Theatre District,South Station,10.5,1,686a71c5-b855-4b14-944d-b2b3d2f09cdd,lyft_plus,Lyft XL,26-11-2018 09:29,42.06,South Station,1,1014.75,0,0.89,1.07
2.62,Uber,Boston University,Theatre District,0,1,132b0b46-19ce-4fba-93c8-7ac2e82f052c,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,28-11-2018 09:34,33.15,Theatre District,0.42,991.81,0,0.85,5.99
2.58,Uber,Beacon Hill,South Station,10.5,1,b0e8718f-1898-4a14-a956-43830ce99ace,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,28-11-2018 20:32,41.4,South Station,1,993.19,0,0.64,9.89
2.82,Uber,West End,South Station,9.5,1,0a3f834b-8c2a-42b2-a1f7-1daf83ebd1ac,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,26-11-2018 21:05,45.24,South Station,1,1009.11,0,0.83,9.36
0.69,Lyft,West End,Haymarket Square,3,1,cd1b4218-6a9c-4afb-880e-8978d0854543,lyft_line,Shared,29-11-2018 01:02,38.69,Haymarket Square,0.7,997.11,0,0.71,9.95
1.08,Uber,North End,North Station,7,1,04488dee-f26f-4796-9cf5-65038349f95c,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,28-11-2018 22:32,40.03,North Station,0.8,994.65,0,0.66,10.05
2.17,Uber,South Station,North Station,0,1,987aa77a-291b-4b40-a2ba-7624121d4331,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,28-11-2018 13:02,36.84,North Station,0.64,991.55,0,0.7,6.56
0.8,Uber,Financial District,Haymarket Square,8,1,53629f9e-0772-42dd-ba2e-94692b14e62e,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,28-11-2018 14:32,38.94,Haymarket Square,0.44,991.93,0,0.67,11.17
2.31,Lyft,Fenway,Beacon Hill,30,1,58e3a159-ef5d-4f89-87b3-e6cedf783e19,lyft_luxsuv,Lux Black XL,26-11-2018 09:29,40.87,Beacon Hill,1,1014.75,0,0.93,1.23
3.54,Lyft,North Station,Boston University,32.5,1,8188b7b6-d0e9-4181-b84f-1a736d879731,lyft_luxsuv,Lux Black XL,26-11-2018 06:29,40.45,Boston University,1,1014.16,0,0.92,1.27
3.34,Lyft,Northeastern University,North Station,32.5,1,85953902-afea-4a07-ab41-640a431c7123,lyft_luxsuv,Lux Black XL,29-11-2018 05:17,37.89,North Station,0.46,999.23,0,0.7,10.11
2.79,Uber,Beacon Hill,Boston University,7.5,1,72e74f27-6144-4b09-a833-4ddbb03f509a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,29-11-2018 02:06,38.44,Boston University,0.51,997.92,0,0.7,10.13
2,Lyft,Back Bay,Haymarket Square,22.5,1,a31d0700-7821-4f3f-a77b-eb4d4b614c48,lyft_lux,Lux Black,28-11-2018 16:02,41.22,Haymarket Square,0.63,991.56,0,0.62,9.89
0.63,Lyft,Haymarket Square,North Station,9,1.5,c50f2ac9-8336-4206-86e1-e4d528f1d87a,lyft,Lyft,28-11-2018 07:34,34.97,North Station,0.13,991.57,0,0.8,6.71
1.03,Lyft,North End,North Station,11,1,086550d3-d365-47a2-92ee-cdd2f9c62f65,lyft_plus,Lyft XL,28-11-2018 20:32,40.76,North Station,1,993.28,0,0.66,9.83
3.52,Lyft,North Station,Boston University,19.5,1,e8077268-07d4-4a89-9518-f004093286a3,lyft_premier,Lux,26-11-2018 22:42,44.48,Boston University,0.97,1007.91,0.0082,0.88,9.47
4.33,Lyft,Financial District,Fenway,13.5,1,b900e90e-f8c5-4626-96cf-f012662a20a6,lyft,Lyft,26-11-2018 16:05,44.86,Fenway,1,1014.08,0,0.87,4.22
0.89,Lyft,Haymarket Square,West End,10.5,1,e0b490d4-77de-4242-896e-91c866d320d7,lyft_plus,Lyft XL,28-11-2018 09:43,33.15,West End,0.4,991.95,0,0.85,6.78
2.27,Uber,Boston University,Beacon Hill,8.5,1,635d7f87-df47-41c0-8443-5ad10d51daef,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,28-11-2018 10:06,33.37,Beacon Hill,0.14,991.2,0,0.83,5.65
1.23,Uber,Haymarket Square,Beacon Hill,0,1,6b481d40-805f-4628-bf1f-3613b39632a3,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,28-11-2018 11:06,32.97,Beacon Hill,0.38,990.68,0,0.83,6.59
2.32,Lyft,North Station,South Station,7,1,9d6a30a5-4726-473d-ad99-b5e316d90169,lyft_line,Shared,28-11-2018 18:02,41.48,South Station,0.95,991.47,0.0029,0.62,9.53
1.46,Lyft,North End,Beacon Hill,26,1,25913571-8be2-4f2b-81c1-4e5f451a430b,lyft_luxsuv,Lux Black XL,28-11-2018 09:43,33.45,Beacon Hill,0.4,991.96,0,0.84,6.78
3.05,Uber,Boston University,North Station,12,1,858641ed-30ef-42b8-a0b5-a327f82397c0,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,29-11-2018 00:02,39.14,North Station,0.82,996.07,0,0.67,10.7
3.44,Lyft,North Station,Boston University,27.5,1.5,a181af6d-483f-44ab-af5d-ad1cb476135d,lyft_plus,Lyft XL,28-11-2018 09:32,33.61,Boston University,0.42,991.76,0,0.83,5.81
1.15,Lyft,Theatre District,South Station,13.5,1,c5f25916-a40d-4fa4-9bb4-5e8d24aa7ab4,lyft_premier,Lux,28-11-2018 21:32,40.99,South Station,0.86,994.07,0,0.64,9.63
2.36,Lyft,Fenway,Beacon Hill,13.5,1,8a2eece7-dd24-4ac1-a800-91e288fb1839,lyft_plus,Lyft XL,28-11-2018 23:02,39.95,Beacon Hill,0.98,995.04,0,0.64,9.99
2.03,Lyft,Back Bay,South Station,9,1,ea759280-5263-4e76-bc4e-bf9ba7428802,lyft_line,Shared,29-11-2018 00:02,39.54,South Station,0.83,996.08,0,0.66,10.8
1.96,Lyft,Back Bay,Haymarket Square,10.5,1,337fe59f-ba5d-40ed-a9e1-75ed17fa10e7,lyft,Lyft,26-11-2018 09:29,40.88,Haymarket Square,1,1014.75,0,0.93,1.18
3.43,Lyft,North Station,Boston University,9,1,168e73e2-5241-467c-ae57-d0802900dd08,lyft_line,Shared,26-11-2018 22:42,44.48,Boston University,0.97,1007.91,0.0082,0.88,9.47
2.19,Uber,North End,Beacon Hill,14.5,1,28f6c0c4-c3bf-4475-b782-eefd5e38e72b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,29-11-2018 04:32,37.57,Beacon Hill,0.5,998.74,0,0.71,9.96
2.66,Uber,Theatre District,Fenway,17.5,1,8724f5c1-1295-4f96-b888-e5a34fe4504d,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,27-11-2018 02:15,44.11,Fenway,1,1003.08,0.117,0.91,13.58
2.12,Lyft,Back Bay,Boston University,7,1,4572c92c-8bde-4445-8cb3-79d779c7d294,lyft_line,Shared,26-11-2018 05:17,40.59,Boston University,0.92,1013.76,0,0.92,2.86
1.29,Lyft,Beacon Hill,Haymarket Square,7,1,393456ac-8386-4579-8696-e75cdccf499d,lyft,Lyft,26-11-2018 06:14,40.5,Haymarket Square,1,1014.19,0,0.91,1.23
1.36,Uber,Beacon Hill,Haymarket Square,13,1,520cff8f-501d-42c7-b1d8-e637e5e88ccb,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,28-11-2018 00:45,38.87,Haymarket Square,0.11,992.27,0,0.75,9.33
3.14,Lyft,Fenway,North Station,16.5,1,755e98da-239d-4ff2-b52d-eb64272dc5e5,lyft_plus,Lyft XL,29-11-2018 00:02,39.14,North Station,0.82,996.07,0,0.67,10.7
2.38,Uber,North Station,South Station,20.5,1,1fc7def3-c7c6-42e4-92cb-8c1a1d476385,6c84fd89-3f11-4782-9b50-97c468b19529,Black,29-11-2018 04:39,38.06,South Station,0.48,998.83,0,0.7,10.23
2.38,Uber,Theatre District,Fenway,10,1,7fb76bb1-0eb3-46e0-b127-efe8c4f4e492,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,26-11-2018 06:24,40.28,Fenway,1,1014.16,0,0.92,1.22
1.03,Uber,North Station,North End,7.5,1,6857cb8e-29d2-4e83-bdfb-16245a03c3a6,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,26-11-2018 21:35,44.6,North End,0.92,1009.04,0.003,0.86,9.46
1.92,Uber,Northeastern University,Beacon Hill,17.5,1,78a54d93-5e77-4b05-84b9-32f3b315c6b4,6c84fd89-3f11-4782-9b50-97c468b19529,Black,29-11-2018 01:32,38.42,Beacon Hill,0.64,997.41,0,0.72,10.08
0.73,Lyft,Haymarket Square,North Station,7,1,5acfa022-22ad-4599-bc1e-eecafbb47228,lyft,Lyft,28-11-2018 16:02,41.26,North Station,0.63,991.56,0,0.62,9.87
3.4,Lyft,Northeastern University,Financial District,38,1,1606967c-4d6c-4441-931b-f465bc6b174b,lyft_luxsuv,Lux Black XL,28-11-2018 17:02,41.41,Financial District,0.92,991.49,0,0.63,9.25
4.48,Uber,Fenway,Financial District,10,1,9e259273-376a-40f1-9443-0b3a6f8256bf,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,27-11-2018 00:58,44.6,Financial District,0.98,1005.99,0.196,0.88,9.98
2.32,Uber,Haymarket Square,Back Bay,10.5,1,f006ab65-f02c-42d1-ba9c-59d1c748d9da,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,28-11-2018 13:32,37.56,Back Bay,0.54,991.8,0,0.7,7.1
2.68,Lyft,Theatre District,Fenway,11,1,aa81ba19-f4e8-4cfc-afee-c4b7fcc08361,lyft,Lyft,29-11-2018 01:02,38.61,Fenway,0.72,997.16,0,0.71,9.82
2.72,Uber,West End,Fenway,18,1,9833c1fc-a913-4166-b9e8-7736778a4349,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,26-11-2018 07:46,40.97,Fenway,0.98,1014.26,0,0.92,1.37
0.39,Uber,South Station,Financial District,7,1,98f9dc28-1417-43e0-a7c0-867832ef6df1,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,26-11-2018 04:55,40.67,Financial District,0.94,1013.76,0,0.92,2.92
1.47,Lyft,Boston University,Back Bay,27.5,1,f2a32ca8-7bc2-4843-9061-54347631f0ac,lyft_luxsuv,Lux Black XL,28-11-2018 14:02,38.38,Back Bay,0.49,991.66,0,0.67,11.43
1.01,Lyft,Financial District,Haymarket Square,16.5,1,058f6935-3b64-4eb0-9bc6-d624a0de924f,lyft_lux,Lux Black,28-11-2018 10:02,33.25,Haymarket Square,0.13,991.17,0,0.83,5.58
1.22,Uber,West End,North End,6.5,1,c62e1424-b1c3-42f0-8f93-d5cfe7bd9787,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,28-11-2018 15:06,39.6,North End,0.27,991.75,0,0.65,8.23
1.85,Lyft,Beacon Hill,North End,13.5,1,a8736230-31e8-4b60-be4b-c64557cff85c,lyft_plus,Lyft XL,29-11-2018 04:09,37.67,North End,0.6,998.45,0,0.71,9.5
1.06,Lyft,North End,West End,7,1,89c4381e-b8fc-4760-8b8d-81ec82ab7a47,lyft,Lyft,29-11-2018 01:02,38.61,West End,0.7,997.12,0,0.71,9.92
1.27,Lyft,Haymarket Square,Financial District,16.5,1,e2aeecbf-a61c-43a8-8a53-d56e1992ae22,lyft_lux,Lux Black,29-11-2018 01:32,36.86,Financial District,0.65,997.4,0,0.77,10.15
2.48,Uber,Beacon Hill,Fenway,34,1,2b387481-6433-4305-8a0d-763bb93337c8,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,28-11-2018 22:02,40.62,Fenway,0.83,994.1,0,0.63,9.21
1.33,Lyft,South Station,Back Bay,13.5,1,1f4ba557-9676-4f4b-bd66-9993463f2f95,lyft_premier,Lux,29-11-2018 01:32,38.46,Back Bay,0.65,997.43,0,0.72,10.06
4.5,Lyft,Boston University,Financial District,30,1.5,703ffaf3-a85b-4617-89ca-f060122fdda8,lyft_plus,Lyft XL,28-11-2018 14:02,38.42,Financial District,0.49,991.65,0,0.67,11.27
2.87,Uber,West End,Northeastern University,29.5,1,06db5d6b-9438-45c3-a529-fb7559c2957b,6c84fd89-3f11-4782-9b50-97c468b19529,Black,28-11-2018 07:31,34.89,Northeastern University,0.16,991.79,0,0.8,6.53
2.68,Lyft,South Station,Back Bay,32.5,1,e38767d5-12ff-40c1-9c49-6d5223c0de60,lyft_luxsuv,Lux Black XL,27-11-2018 00:43,43.82,Back Bay,0.97,1005.87,0.2039,0.91,11.02
3.01,Uber,North Station,Northeastern University,32,1,9fba43e4-9fab-45b5-8818-6f24e0223e0f,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,28-11-2018 17:32,41.52,Northeastern University,0.85,991.69,0,0.63,9.9
2.11,Lyft,South Station,North Station,9,1,002b15bc-b433-44a4-8174-b8ac95caebf8,lyft,Lyft,27-11-2018 01:17,44.07,North Station,0.99,1005.4,0.2946,0.9,11.26
3.05,Uber,Fenway,North Station,34.5,1,9de14d69-db32-470a-ade2-aeeb87fa4112,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,29-11-2018 00:53,38.72,North Station,0.74,996.85,0,0.7,9.79
2.62,Uber,Boston University,Theatre District,29,1,f603e362-ab41-4682-886c-b7d64bf2e042,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,26-11-2018 06:49,41.12,Theatre District,0.98,1014.34,0,0.92,1.81
2.66,Uber,Theatre District,Fenway,19.5,1,ff053131-aabf-4d6b-b7da-71cd25834722,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,28-11-2018 07:33,34.88,Fenway,0.16,991.79,0,0.8,6.52
2.67,Uber,Beacon Hill,North End,9.5,1,6f72f43f-3114-4a18-93c2-794e9fe1d7a3,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,28-11-2018 17:32,41.4,North End,0.85,991.66,0,0.64,9.93
2.26,Lyft,Boston University,Beacon Hill,30,1.5,0f8d75f1-6cf8-45ae-a4ea-5af4bad1af95,lyft_lux,Lux Black,28-11-2018 09:32,33.49,Beacon Hill,0.42,991.8,0,0.84,5.89
0.49,Uber,North Station,Haymarket Square,7,1,6dea53b2-bdae-4fc1-91d3-9c4dbd5bfde6,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,27-11-2018 00:58,44.05,Haymarket Square,0.98,1006.01,0.1588,0.9,9.99
2.31,Lyft,Fenway,Beacon Hill,13.5,1,3cde7a34-47a3-4600-aa23-880120aee58e,lyft_plus,Lyft XL,28-11-2018 11:32,32.89,Beacon Hill,0.35,991.05,0,0.83,6.52
2.31,Lyft,Fenway,Beacon Hill,16.5,1,e5cbcf71-adae-44c6-bff7-8725ed3dfe20,lyft_premier,Lux,28-11-2018 07:33,34.99,Beacon Hill,0.15,991.76,0,0.8,6.63
2.86,Lyft,West End,Fenway,26,1,37d2a238-9994-4bef-b96c-356d3e7ac377,lyft_lux,Lux Black,29-11-2018 01:09,38.48,Fenway,0.68,997.26,0,0.71,9.97
2.63,Lyft,Beacon Hill,Boston University,7,1,51087453-390c-40a3-8536-76b7bc6b822e,lyft_line,Shared,29-11-2018 02:07,38.44,Boston University,0.5,997.93,0,0.7,10.14
4.39,Lyft,Northeastern University,Financial District,32.5,1,3e73cfc3-aef8-4aae-a0be-9f5d3463eefa,lyft_lux,Lux Black,28-11-2018 19:06,41.26,Financial District,1,991.9,0,0.64,9.58
3.32,Lyft,Northeastern University,North Station,10.5,1,64de1888-3180-4c8a-bda6-22cd8d685d8f,lyft,Lyft,28-11-2018 13:32,38.35,North Station,0.59,991.7,0,0.68,6.88
2.62,Uber,Boston University,Theatre District,10.5,1,75168f7e-7220-40fd-adc9-f52dd3d9c4ae,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,27-11-2018 01:17,43.98,Theatre District,0.99,1005.36,0.2353,0.9,11.24
2.72,Uber,West End,Fenway,18.5,1,930bf572-cafb-4bcd-866e-9dc789afffaa,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,26-11-2018 21:05,44.67,Fenway,1,1009.1,0,0.85,9.12
1.55,Lyft,North End,Beacon Hill,7,1,03df5773-1f2f-44c5-baf8-291da01faff8,lyft,Lyft,28-11-2018 22:32,39.97,Beacon Hill,0.8,994.66,0,0.66,10.04
2.81,Uber,Theatre District,Northeastern University,31,1,3b39750e-a6b5-4dfb-b0b5-3369fbe90636,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,28-11-2018 21:02,40.89,Northeastern University,0.94,993.48,0,0.64,8.45
2.85,Lyft,Boston University,West End,16.5,1,f7cb7aec-2fb9-43af-bf04-34584e11a700,lyft_plus,Lyft XL,26-11-2018 15:35,44.36,West End,0.89,1014.21,0,0.89,4.97
3.41,Uber,North Station,Boston University,37,1,176f5ede-267d-4361-8e76-95e9460e918c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,29-11-2018 08:53,37.7,Boston University,0.63,1001.84,0,0.69,9.95
2.66,Uber,Theatre District,Fenway,30.5,1,2e2c0e50-b177-46c8-af8f-7763c7d0a9da,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,28-11-2018 16:32,41.27,Fenway,0.66,991.63,0,0.63,10.42
2.1,Lyft,South Station,North Station,13.5,1,cf22a674-9fcf-488f-9fe2-35340be6bf35,lyft_plus,Lyft XL,27-11-2018 01:45,44.19,North Station,1,1004.48,0.7247,0.9,13.36
4.24,Lyft,Financial District,Fenway,89,2,3958e0d4-bc3f-4148-9c92-0c711f4b9474,lyft_luxsuv,Lux Black XL,28-11-2018 21:32,40.34,Fenway,0.86,994.12,0,0.66,9.47
2.62,Uber,Boston University,Theatre District,11,1,ee25e017-44e2-4ece-a909-822ba7ebe9d4,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,27-11-2018 00:58,43.95,Theatre District,0.98,1005.98,0.1884,0.9,9.95
2.65,Lyft,South Station,Back Bay,7,1,a79f8fe5-b01d-4574-b37c-fdd1b57b9380,lyft_line,Shared,28-11-2018 13:02,36.88,Back Bay,0.64,991.57,0,0.7,6.47
1.75,Lyft,North End,Beacon Hill,26,1,75924e6f-60ac-46c2-aa92-f93a61eca726,lyft_luxsuv,Lux Black XL,28-11-2018 17:32,41.3,Beacon Hill,0.85,991.67,0,0.64,9.92
3.1,Lyft,Fenway,Theatre District,19.5,1,fe02dad0-3335-4ac4-9767-d2b54c9e984c,lyft_plus,Lyft XL,29-11-2018 01:09,38.44,Theatre District,0.67,997.23,0,0.71,10.12
1.25,Uber,Haymarket Square,Financial District,15,1,2d29361c-6845-465a-88f3-2e51a16c5c5b,6c84fd89-3f11-4782-9b50-97c468b19529,Black,27-11-2018 00:58,44.6,Financial District,0.98,1005.99,0.196,0.88,9.98
1.23,Lyft,Financial District,North End,16.5,1,980d5714-824b-41e5-ace7-d71501962e1b,lyft_lux,Lux Black,28-11-2018 00:45,38.95,North End,0.04,992.09,0,0.72,7.54
3.3,Uber,Northeastern University,North Station,0,1,27557975-df0b-4013-848f-3aeb98a0881e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,29-11-2018 02:07,38.35,North Station,0.5,997.89,0.002,0.7,10.38
1.8,Uber,Northeastern University,Theatre District,11,1,385aca60-54e3-445b-920a-23ebe66f3555,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,29-11-2018 04:32,37.26,Theatre District,0.5,998.74,0,0.72,10.01
2.45,Lyft,Beacon Hill,North End,22.5,1.5,2a2ca0a7-abb3-4532-8c5b-0cf95cdc792c,lyft_plus,Lyft XL,26-11-2018 04:49,40.75,North End,0.95,1013.8,0,0.92,2.59
1.22,Uber,Northeastern University,Back Bay,10.5,1,85de4cd6-9dfb-42f1-a365-66ea58c2d3ca,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,28-11-2018 09:32,33.54,Back Bay,0.42,991.75,0,0.83,5.9
3.01,Lyft,Northeastern University,West End,22.5,1,3276cd6e-27f9-456f-aa44-e5174f839d2c,lyft_premier,Lux,26-11-2018 19:35,45.75,West End,0.91,1010.88,0,0.84,8.6
3.15,Uber,Northeastern University,North Station,10.5,1,0784b888-31a3-4bd0-b8df-24819a40e10a,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,26-11-2018 06:49,41.11,North Station,0.98,1014.35,0,0.92,1.81
3.05,Uber,West End,Boston University,17.5,1,22d67671-351c-4eca-91c4-9e5d5189d7f2,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,28-11-2018 23:02,39.98,Boston University,0.98,995.06,0,0.64,9.84
0.99,Lyft,Haymarket Square,Financial District,13.5,1,077143bf-35aa-435a-b2a4-9ff2489b5c89,lyft_premier,Lux,26-11-2018 09:29,42.06,Financial District,1,1014.75,0,0.89,1.1
0.8,Uber,Financial District,Haymarket Square,7.5,1,f24870a8-47af-44fd-bb33-8506e8855376,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,29-11-2018 02:07,38.4,Haymarket Square,0.51,997.89,0.002,0.7,10.42
1.22,Uber,Northeastern University,Back Bay,0,1,08eca6e4-1bf2-4b7a-b421-2fd254735482,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,28-11-2018 18:32,41.22,Back Bay,0.98,991.72,0,0.64,10.24
1.08,Uber,Northeastern University,Back Bay,0,1,ace7a56d-4829-40d8-a376-44da6b954b5a,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,26-11-2018 06:49,41.13,Back Bay,0.98,1014.34,0,0.92,1.8
0.58,Lyft,Financial District,South Station,3.5,1,30bec1cb-e4b3-4938-86c8-25675781ec9b,lyft_line,Shared,28-11-2018 11:06,33.82,South Station,0.37,990.68,0,0.8,6.63
4.48,Uber,Fenway,Financial District,0,1,24e0647d-7f22-4a61-bffa-e18bca32b732,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,29-11-2018 01:02,36.85,Financial District,0.71,997.12,0,0.76,10
0.73,Uber,Haymarket Square,West End,0,1,92e2bd36-bf96-4958-ae49-5e3288a0fa31,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,26-11-2018 22:42,44.52,West End,0.97,1007.96,0.017,0.88,9.61
1.16,Uber,Theatre District,Haymarket Square,17,1,3a812307-3483-47f4-9bb5-a126ba757dee,6c84fd89-3f11-4782-9b50-97c468b19529,Black,29-11-2018 01:27,38.31,Haymarket Square,0.58,997.47,0,0.72,10.48
1.37,Lyft,Haymarket Square,Beacon Hill,22.5,1.5,4e8da6c1-fbb3-47eb-84ee-9db97c84d519,lyft_lux,Lux Black,26-11-2018 06:14,40.46,Beacon Hill,1,1014.18,0,0.91,1.19
1,Uber,Financial District,Haymarket Square,0,1,da8709f0-395a-4d8c-b54b-3285d2d8be9a,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,26-11-2018 06:19,40.53,Haymarket Square,1,1014.19,0,0.91,1.3
1.96,Lyft,Back Bay,Boston University,13.5,1,47d426ec-d1d5-4080-920a-c6253aaf1c60,lyft_plus,Lyft XL,26-11-2018 05:14,40.6,Boston University,0.92,1013.75,0,0.92,2.85
0.63,Uber,Financial District,South Station,16,1,8493d60e-6317-456c-8054-ab1c8b9d6b74,6c84fd89-3f11-4782-9b50-97c468b19529,Black,28-11-2018 11:02,33.78,South Station,0.37,990.64,0,0.8,6.56
2.64,Lyft,North End,Back Bay,22.5,1,feb2172d-bf06-4552-9a41-148f045482b8,lyft_lux,Lux Black,26-11-2018 06:14,40.46,Back Bay,1,1014.18,0,0.91,1.16
0.62,Uber,South Station,Theatre District,10.5,1,80aad6fb-de2b-4c7e-bf5e-b1f9d25e400f,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,26-11-2018 12:05,40.11,Theatre District,0.95,1015.2,0,0.93,2.6
1.34,Uber,Fenway,Back Bay,14,1,29f1d4cc-6ab0-43d2-b2e0-bf7ccca9d0b3,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,28-11-2018 11:32,32.98,Back Bay,0.42,990.91,0,0.83,7.06
1.34,Uber,Fenway,Back Bay,15,1,051d5b84-549e-496a-b5c8-3639515ea39b,6c84fd89-3f11-4782-9b50-97c468b19529,Black,28-11-2018 21:41,40.5,Back Bay,0.86,994.54,0,0.65,9.84
1.8,Uber,Northeastern University,Theatre District,0,1,d744b5c2-5e4e-4ec8-99d4-a6a0aeaae89d,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,28-11-2018 23:02,39.88,Theatre District,0.98,995.04,0,0.64,10.05
4.76,Uber,Financial District,Boston University,43,1,5607398c-c08d-4b6e-9acc-729a1f412d86,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,28-11-2018 09:32,33.59,Boston University,0.42,991.81,0,0.83,5.78
